beta_carotene_content_ugg_CO0000095	Col_1	Row_1	2.00	0.00	2.00
beta_carotene_content_ugg_CO0000095	Col_2	Row_1	5.00	0.00	5.00
beta_carotene_content_ugg_CO0000095	Col_3	Row_1	8.00	0.00	8.00
beta_carotene_content_ugg_CO0000095	Col_1	Row_2	11.00	0.00	11.00
beta_carotene_content_ugg_CO0000095	Col_2	Row_2	14.00	0.00	14.00
beta_carotene_content_ugg_CO0000095	Col_3	Row_2	17.00	0.00	17.00
beta_carotene_content_ugg_CO0000095	Col_1	Row_3	20.00	0.00	20.00
beta_carotene_content_ugg_CO0000095	Col_2	Row_3	23.00	0.00	23.00
beta_carotene_content_ugg_CO0000095	Col_3	Row_3	26.00	0.00	26.00
beta_carotene_content_ugg_CO0000095	Col_1	Row_4	29.00	0.00	29.00
beta_carotene_content_ugg_CO0000095	Col_2	Row_4	32.00	0.00	32.00
beta_carotene_content_ugg_CO0000095	Col_3	Row_4	35.00	0.00	35.00
beta_carotene_content_ugg_CO0000095	Col_1	Row_5	38.00	0.00	38.00
beta_carotene_content_ugg_CO0000095	Col_2	Row_5	41.00	0.00	41.00
beta_carotene_content_ugg_CO0000095	Col_3	Row_5	44.00	0.00	44.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_1	Row_1	4.00	0.00	4.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_2	Row_1	7.00	0.00	7.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_3	Row_1	10.00	0.00	10.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_1	Row_2	13.00	0.00	13.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_2	Row_2	16.00	0.00	16.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_3	Row_2	19.00	0.00	19.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_1	Row_3	22.00	0.00	22.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_2	Row_3	25.00	0.00	25.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_3	Row_3	28.00	0.00	28.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_1	Row_4	31.00	0.00	31.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_2	Row_4	34.00	0.00	34.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_3	Row_4	37.00	0.00	37.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_1	Row_5	40.00	0.00	40.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_2	Row_5	43.00	0.00	43.00
cassava_bacterial_blight_incidence_3month_evaluation_CO0000178	Col_3	Row_5	46.00	0.00	46.00
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_1	Row_1	4.00	0.00	4.00
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_2	Row_1	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_3	Row_1	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_1	Row_2	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_2	Row_2	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_3	Row_2	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_1	Row_3	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_2	Row_3	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_3	Row_3	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_1	Row_4	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_2	Row_4	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_3	Row_4	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_1	Row_5	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_2	Row_5	0.00	0.00	
cassava_mosaic_disease_incidence_1month_evaluation_CO0000195	Col_3	Row_5	0.00	0.00	
